delta_call,delta_put,weeks,equity_final,cagr,sharpe_w,max_dd,calmar,win_rate,usd_final,bh_final,max_dd_usd
0.55,0.45,208,3.3326356430980972,0.3511294453202547,3.1596045105564987,-0.102731920535157,3.4179196056214183,0.7836538461538461,5.0900527471250285,1.5273355062581035,-0.11220540589287775
0.55,0.5,208,3.6552719009831414,0.38270623747710664,3.404264402811504,-0.09891715434768056,3.8689572097064726,0.7980769230769231,5.582826559399099,1.5273355062581035,-0.1166245857381969
0.55,0.55,208,4.061517971431899,0.4196199530315161,3.7740584590974624,-0.09088061577597972,4.617265733166655,0.7932692307692307,6.203300607073317,1.5273355062581035,-0.1166245857381969
0.55,0.6,208,4.296791730115155,0.4397466473039138,3.74128564842932,-0.09088061577597994,4.8387287382370525,0.7884615384615384,6.562642572401055,1.5273355062581035,-0.11662458573819678
0.6,0.05,208,1.9094132287487802,0.17550635617747368,1.8125670202191646,-0.12388406888655223,1.4166983515708944,0.6730769230769231,2.916314620386945,1.5273355062581035,-0.06465698689108856
0.6,0.1,208,2.0000203829805496,0.18921014493932797,1.9503386797598927,-0.12146986454036557,1.5576714904168818,0.6875,3.054702144166128,1.5273355062581035,-0.07884157001038894
0.6,0.15,208,2.1943284756767376,0.217097610376787,2.1683637139715644,-0.11945637920895624,1.8173797985039721,0.7019230769230769,3.3514757932943,1.5273355062581035,-0.09245542339547497
0.6,0.2,208,2.4034522996821326,0.24511331332158304,2.4028513245252845,-0.1167218429997473,2.0999780934071928,0.7067307692307693,3.670878034902208,1.5273355062581035,-0.09755016088537449
0.6,0.25,208,2.6648394568599425,0.277667249140225,2.6384868421923127,-0.11466233383067193,2.421608211378911,0.7163461538461539,4.070103920939759,1.5273355062581035,-0.10429884984993643
0.6,0.3,208,2.9652999523660415,0.31225174106324416,2.8864959532632977,-0.10885149128856497,2.8686032443548775,0.7307692307692307,4.529007903954109,1.5273355062581035,-0.10429884984993643
0.6,0.35,208,3.189442958067768,0.33637613018858503,3.082132452438871,-0.10885149128856497,3.090229873809013,0.7548076923076923,4.871349475041767,1.5273355062581035,-0.10871802969525568
0.6,0.4,208,3.5528494647759867,0.37291674398073305,3.3825510997285195,-0.102731920535157,3.6299987583032984,0.7740384615384616,5.426393135942456,1.5273355062581035,-0.11220540589287775
0.6,0.45,208,3.7068517715612317,0.3875585088911353,3.46383238273418,-0.102731920535157,3.772522764806141,0.7740384615384616,5.661606327141224,1.5273355062581035,-0.11220540589287775
0.6,0.5,208,4.0669387749077,0.42009339868753326,3.7482627345768753,-0.09891715434768056,4.246921592699293,0.7932692307692307,6.211579992694365,1.5273355062581035,-0.116624585738197
0.6,0.55,208,4.517871761608893,0.4579192652711923,4.114939391514388,-0.09088061577597983,5.038690169089088,0.7932692307692307,6.900305954226115,1.5273355062581035,-0.1166245857381969
0.6,0.6,208,4.782748320811633,0.4788338469647957,4.137776938993905,-0.09088061577597972,5.268822651302439,0.8028846153846154,7.304861327871922,1.5273355062581035,-0.1166245857381969
